player_id,season,player_display_name,team,games_played,ppr_pg_weighted,ppr_total_weighted,ppr_pg_last,ppr_pg_2yr_ago,ppr_pg_3yr_ago,games_played_last,games_played_2yr_ago,career_seasons,age_at_season_start,team_pass_rate_last,team_pts_per_game_last,team_plays_per_game_last,team_changed_offseason,targets_pg_last,receptions_pg_last,rec_yds_pg_last,rec_tds_pg_last,target_share_last,air_yards_share_last,wopr_proxy_last,snap_pct_last,xfp_ppr_last,ppr_minus_xfp_last,fantasy_points_ppr,fantasy_points_half_ppr,fantasy_points_ppr_per_game,fantasy_points_half_ppr_per_game,receptions,projected_ppr,projected_half_ppr,naive_proj,xfp_proj
00-0038544,2024,Quentin Johnston,LAC,16,5.529411764705882,94.0,5.529411764705882,0.0,0.0,17.0,0.0,1.0,26.0,0.5951035781544256,20.602076124567475,62.470588235294116,0.0,3.9411764705882355,2.235294117647059,25.352941176470587,0.11764705882352941,0.10912052117263844,0.18741837178929038,0.29487364201146093,0.65,116.73,-22.730000000000004,174.70000000000002,147.20000000000002,10.918750000000001,9.200000000000001,55.0,96.06031,79.71726417541504,88.47058823529412,116.73
00-0038544,2025,Quentin Johnston,LAC,14,9.12230392156863,147.80000000000004,10.918750000000001,5.529411764705882,0.0,16.0,17.0,2.0,26.0,0.5298726738491675,19.84313725490196,56.72222222222222,0.0,6.0,3.4375,44.4375,0.5,0.18532818532818532,0.2326388888888889,0.44083950021450025,0.71625,166.69,8.01000000000002,176.2,149.2,12.585714285714285,10.657142857142857,54.0,158.71877,130.58982849121094,174.70000000000002,166.69
00-0038559,2024,Michael Wilson,ARI,16,8.807692307692308,114.50000000000001,8.807692307692308,0.0,0.0,13.0,0.0,1.0,26.0,0.5419921875,20.01038062283737,60.23529411764706,0.0,4.461538461538462,2.923076923076923,43.46153846153846,0.23076923076923078,0.10740740740740741,0.18260207963479583,0.2889325668554682,0.8,96.9,17.599999999999994,124.5,101.0,7.78125,6.3125,47.0,104.310234,87.0216121673584,140.92307692307693,96.9
00-0038559,2025,Michael Wilson,ARI,17,8.123397435897436,121.16666666666669,7.78125,8.807692307692308,0.0,16.0,13.0,2.0,26.0,0.5397614314115308,21.833910034602077,59.1764705882353,0.0,4.4375,2.9375,34.25,0.25,0.13575525812619502,0.22133626615342314,0.35856827349668874,0.795625,124.37,0.12999999999999545,220.6,181.6,12.976470588235294,10.68235294117647,78.0,136.56982,111.21098136901855,124.5,124.37
00-0038563,2024,Tre Tucker,LV,17,5.523076923076923,71.8,5.523076923076923,0.0,0.0,13.0,0.0,1.0,26.0,0.5742268041237113,18.02076124567474,57.05882352941177,0.0,2.6153846153846154,1.4615384615384615,25.46153846153846,0.15384615384615385,0.064030131826742,0.148112983622122,0.1997242862755984,0.3275,68.64,3.1599999999999966,129.3,105.80000000000001,7.605882352941177,6.223529411764707,47.0,95.9146,78.11491203308105,88.36923076923077,68.64
00-0038563,2025,Tre Tucker,LV,17,6.911613876319759,110.13333333333335,7.605882352941177,5.523076923076923,0.0,17.0,13.0,2.0,26.0,0.6252465483234714,18.823529411764707,59.64705882352941,0.0,4.764705882352941,2.764705882352941,31.705882352941178,0.17647058823529413,0.13705583756345177,0.2481092949499878,0.3792602628101691,0.8723529411764706,132.94,-3.6399999999999864,161.7,133.2,9.511764705882353,7.8352941176470585,57.0,45.660236,38.4267463684082,121.69411764705883,132.94
00-0038573,2024,Derius Davis,LAC,16,2.2176470588235295,37.7,2.2176470588235295,0.0,0.0,17.0,0.0,1.0,26.0,0.5951035781544256,20.602076124567475,62.470588235294116,0.0,1.0,0.8823529411764706,3.8823529411764706,0.0,0.02768729641693811,-0.00827165868524162,0.03574078354573803,0.12764705882352942,37.51,0.19000000000000483,41.2,34.2,2.575,2.1375,14.0,48.770233,38.11584758758545,35.48235294117647,37.51
00-0038573,2025,Derius Davis,LAC,12,2.455882352941177,40.03333333333334,2.575,2.2176470588235295,0.0,16.0,17.0,2.0,26.0,0.5298726738491675,19.84313725490196,56.72222222222222,0.0,1.125,0.875,7.25,0.125,0.03474903474903475,0.012586805555555556,0.06093431601244101,0.1575,35.7,5.5,3.5,2.5,0.2916666666666667,0.20833333333333334,2.0,38.904667,34.983153104782104,41.2,35.7
00-0038576,2024,Charlie Jones,CIN,7,1.881818181818182,20.7,1.8818181818181818,0.0,0.0,11.0,0.0,1.0,26.0,0.6162324649298597,20.013840830449826,58.705882352941174,0.0,0.8181818181818182,0.6363636363636364,5.818181818181818,0.0,0.015202702702702704,0.02114561027837259,0.03760598124891487,0.06454545454545454,15.049999999999999,5.65,7.5,7.0,1.0714285714285714,1.0,1.0,25.686165,20.89003849029541,30.10909090909091,15.049999999999999
00-0038576,2025,Charlie Jones,CIN,14,1.3415584415584416,11.900000000000002,1.0714285714285714,1.8818181818181818,0.0,7.0,11.0,2.0,26.0,0.6317829457364341,22.463667820069205,60.705882352941174,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,0.001594896331738437,0.001105460977227504,0.003166167181666908,0.05500000000000001,1.57,5.93,6.0,6.0,0.42857142857142855,0.42857142857142855,0.0,33.500587,25.11673641204834,17.142857142857142,1.57
00-0038606,2024,Parker Washington,JAX,14,4.9,39.2,4.9,0.0,0.0,8.0,0.0,1.0,26.0,0.5774253731343284,20.79584775086505,63.05882352941177,0.0,2.625,2.0,16.5,0.25,0.03459637561779242,0.03160040774719674,0.07401484884972635,0.3877777777777778,31.06,8.140000000000004,97.0,81.0,6.928571428571429,5.785714285714286,32.0,65.64299,57.62486457824707,78.4,31.06
00-0038606,2025,Parker Washington,JAX,17,6.252380952380953,77.73333333333333,6.928571428571429,4.9,0.0,14.0,8.0,2.0,26.0,0.56875,18.844290657439448,56.470588235294116,0.0,3.642857142857143,2.2857142857142856,27.857142857142858,0.21428571428571427,0.09770114942528736,0.13490460157126824,0.24098494523781883,0.5529411764705883,87.06,9.939999999999998,208.6,176.1,12.270588235294117,10.358823529411765,65.0,57.291187,43.79864311218262,110.85714285714286,87.06
00-0038608,2025,Kayshon Boutte,NE,18,8.126666666666667,121.9,8.126666666666667,0.0,0.0,15.0,0.0,1.0,26.0,0.5436793422404933,18.356401384083046,57.23529411764706,0.0,4.533333333333333,2.8666666666666667,39.266666666666666,0.2,0.13654618473895583,0.27302187415608964,0.39593458901769646,0.7806666666666666,109.72,12.180000000000007,155.9,134.9,8.661111111111111,7.4944444444444445,42.0,126.29937,107.06660461425781,130.02666666666667,109.72
00-0038618,2024,Xavier Hutchinson,HOU,16,1.9142857142857144,26.799999999999997,1.9142857142857144,0.0,0.0,14.0,0.0,1.0,26.0,0.5746003552397868,21.105263157894736,59.26315789473684,0.0,1.6428571428571428,0.8571428571428571,7.071428571428571,0.0,0.03715670436187399,0.038086476540938365,0.08239559012146784,0.28,44.56,-17.76,37.3,28.799999999999997,2.33125,1.7999999999999998,17.0,47.807602,37.99655246734619,30.62857142857143,44.56
00-0038618,2025,Xavier Hutchinson,HOU,18,2.1922619047619047,33.800000000000004,2.33125,1.9142857142857144,0.0,16.0,14.0,2.0,26.0,0.5593971631205674,20.758513931888547,59.36842105263158,0.0,2.0625,1.0625,12.6875,0.0,0.054365733113673806,0.0702,0.1306885996705107,0.47388888888888886,52.29,-14.990000000000002,110.5,90.0,6.138888888888889,5.0,41.0,62.153236,49.52622699737549,37.3,52.29
00-0038619,2024,Andrei Iosivas,CIN,17,4.6000000000000005,50.6,4.6000000000000005,0.0,0.0,11.0,0.0,1.0,26.0,0.6162324649298597,20.013840830449826,58.705882352941174,0.0,2.272727272727273,1.3636363636363635,10.545454545454545,0.36363636363636365,0.04222972972972973,0.05754817987152034,0.10362832050465884,0.259375,44.92,5.68,119.9,101.9,7.052941176470589,5.9941176470588236,36.0,55.807846,45.180853843688965,73.60000000000001,44.92
00-0038619,2025,Andrei Iosivas,CIN,15,6.23529411764706,96.80000000000001,7.052941176470589,4.6000000000000005,0.0,17.0,11.0,2.0,26.0,0.6317829457364341,22.463667820069205,60.705882352941174,0.0,3.588235294117647,2.1176470588235294,28.176470588235293,0.35294117647058826,0.09728867623604466,0.15299579924828655,0.2530300738278676,0.7841176470588236,116.58,3.3200000000000074,89.9,73.4,5.993333333333334,4.8933333333333335,33.0,69.13845,58.056718826293945,112.84705882352942,116.58
00-0038621,2024,DeMario Douglas,NE,16,7.6571428571428575,107.19999999999999,7.6571428571428575,0.0,0.0,14.0,0.0,1.0,26.0,0.573045267489712,17.366782006920417,57.1764705882353,0.0,5.642857142857143,3.5,40.07142857142857,0.0,0.14602587800369685,0.16204051012753187,0.3324671740948176,0.5707142857142857,120.91,-13.709999999999994,147.70000000000002,114.70000000000002,9.231250000000001,7.168750000000001,66.0,114.20562,91.41489791870117,122.51428571428572,120.91
