player_id,player_display_name,team,season,position,projected_games_played,projected_ppr_per_game,projected_ppr,projected_receptions,projected_half_ppr,projected_half_ppr_per_game,ci_low,ci_high,position_rank,is_rookie,draft_round,draft_pick,is_sleeper,baseline_pts,baseline_rank,vbd,vbd_rank_overall,tier,consensus_rank,rank_diff,label
00-0038559,Michael Wilson,ARI,2026.0,WR,,8.253026008605957,132.0484161376953,51.3263053894043,106.38526344299316,6.649078965187073,129.06109619140625,167.07180786132812,45.0,False,,,,145.698974609375,36.0,-13.650558471679688,105,5,34.71,-70.28999999999999,bust
00-0034844,Saquon Barkley,PHI,2026.0,RB,,8.35313777641594,133.65020442265504,21.021332947145495,123.1395379490823,7.6962211218176435,122.10766044538369,170.95428686655032,29.0,False,,,,147.86696529171712,24.0,-14.216760869062085,106,4,9.82,-96.18,bust
,Jordyn Tyson,NO,,WR,,,131.42223120462668,,,,,,,True,1.0,8.0,False,145.698974609375,36.0,-14.276743404748316,107,5,38.3,-68.7,bust
,Kenyon Sadiq,NYJ,,TE,,,126.19706048583986,,,,,,,True,1.0,16.0,False,140.54624938964844,12.0,-14.349188903808582,108,3,23.35,-84.65,bust
00-0038935,Brenton Strange,JAX,2026.0,TE,,7.847786903381348,125.56459045410156,59.31233215332031,95.9084243774414,5.994276523590088,98.17420196533203,140.29600524902344,15.0,False,,,,140.54624938964844,12.0,-14.981658935546875,109,3,16.91,-92.09,bust
00-0035719,Deebo Samuel Sr.,WAS,2026.0,WR,,8.122577667236328,129.96124267578125,51.2194938659668,104.35149574279785,6.521968483924866,116.84317779541016,162.9879150390625,46.0,False,,,,145.698974609375,36.0,-15.73773193359375,110,6,61.21,-48.79,bust
00-0036973,Travis Etienne,NO,2026.0,RB,,8.239782226818381,131.8365156290941,19.73538027600831,121.96882549108993,7.623051593193121,132.44152702597867,166.44476377629485,30.0,False,,,,147.86696529171712,24.0,-16.030449662623028,111,4,,,
00-0038933,Dalton Kincaid,BUF,2026.0,TE,,7.714568138122559,123.43309020996094,40.477420806884766,103.19437980651855,6.44964873790741,102.48129272460938,140.13328552246094,16.0,False,,,,140.54624938964844,12.0,-17.1131591796875,112,3,11.34,-100.66,bust
00-0040242,Jacory Croskey-Merritt,WAS,2026.0,RB,,8.13479928167449,130.15678850679183,13.89237412476197,123.21060144441084,7.700662590275678,103.96989955523502,151.54807758840448,31.0,False,,,,147.86696529171712,24.0,-17.710176784925295,113,5,39.71,-73.28999999999999,bust
00-0030061,Zach Ertz,WAS,2026.0,TE,,7.675398826599121,122.80638122558594,41.290748596191406,102.16100692749023,6.38506293296814,92.66820526123047,137.75332641601562,17.0,False,,,,140.54624938964844,12.0,-17.7398681640625,114,3,47.4,-66.6,bust
00-0030279,Keenan Allen,LAC,2026.0,WR,,7.9641828536987305,127.42692565917969,52.23147201538086,101.31118965148926,6.331949353218079,117.69876861572266,157.1133575439453,47.0,False,,,,145.698974609375,36.0,-18.272048950195312,115,6,95.66,-19.340000000000003,bust
00-0036407,Jerry Jeudy,CLE,2026.0,WR,,7.9077067375183105,126.52330780029297,48.2318229675293,102.40739631652832,6.40046226978302,94.61614227294922,140.7073974609375,48.0,False,,,,145.698974609375,36.0,-19.17566680908203,116,6,62.06,-53.94,bust
00-0039847,Theo Johnson,NYG,2026.0,TE,,7.580377101898193,121.2860336303711,55.02899932861328,93.77153396606445,5.860720872879028,100.24313354492188,152.58447265625,18.0,False,,,,140.54624938964844,12.0,-19.260215759277344,117,3,32.81,-84.19,bust
00-0035659,Terry McLaurin,WAS,2026.0,WR,,7.875280857086182,126.0044937133789,48.72871780395508,101.64013481140137,6.3525084257125854,108.89892578125,152.71926879882812,49.0,False,,,,145.698974609375,36.0,-19.694480895996094,118,6,22.32,-95.68,bust
00-0040663,Harold Fannin Jr.,CLE,2026.0,TE,,7.485991477966309,119.77586364746094,46.390987396240234,96.58036994934082,6.036273121833801,118.04658508300781,154.5338134765625,19.0,False,,,,140.54624938964844,12.0,-20.7703857421875,119,3,6.25,-112.75,bust
00-0040735,Luther Burden III,CHI,2026.0,WR,,7.726638317108154,123.62621307373047,45.314430236816406,100.96899795532227,6.310562372207642,102.63556671142578,139.982421875,50.0,False,,,,145.698974609375,36.0,-22.07276153564453,120,6,20.38,-99.62,bust
00-0040586,Jaydon Blue,DAL,2026.0,RB,,7.84967646598816,125.59482345581056,23.413883743286135,113.88788158416749,7.117992599010468,72.96468544006348,130.19045349121095,32.0,False,,,,147.86696529171712,24.0,-22.272141835906567,121,5,80.4,-40.599999999999994,bust
00-0038996,Tucker Kraft,GB,2026.0,TE,,7.374197006225586,117.98715209960938,38.967872619628906,98.50321578979492,6.156450986862183,100.73731231689453,142.58241271972656,20.0,False,,,,140.54624938964844,12.0,-22.559097290039062,122,3,5.72,-116.28,bust
00-0034383,Dalton Schultz,HOU,2026.0,TE,,7.281012535095215,116.49620056152344,61.571529388427734,85.71043586730957,5.356902241706848,108.85924530029297,154.29428100585938,21.0,False,,,,140.54624938964844,12.0,-24.050048828125,123,3,20.38,-102.62,bust
00-0039738,Blake Corum,LA,2026.0,RB,,7.738246422672336,123.81194276275738,14.513659067134347,116.55511322919021,7.284694576824388,89.54382168565523,128.74610149427932,33.0,False,,,,147.86696529171712,24.0,-24.05502252895974,124,5,36.91,-87.09,bust
00-0040730,RJ Harvey,DEN,2026.0,RB,,7.662539846895494,122.6006375503279,34.321015192041,105.4401299543074,6.590008122144212,92.80108220251189,145.44128181003202,34.0,False,,,,147.86696529171712,24.0,-25.26632774138922,125,5,26.21,-98.78999999999999,bust
,Germie Bernard,PIT,,WR,,,120.16955288954912,,,,,,,True,2.0,47.0,False,145.698974609375,36.0,-25.529421719825876,126,6,85.29,-40.709999999999994,bust
00-0038997,Josh Downs,IND,2026.0,WR,,7.475823879241943,119.6131820678711,36.73672866821289,101.24481773376465,6.3278011083602905,85.81056213378906,128.79312133789062,51.0,False,,,,145.698974609375,36.0,-26.085792541503906,127,6,45.18,-81.82,bust
00-0035685,David Montgomery,HOU,2026.0,RB,,7.607974727540536,121.72759564064857,23.024063517996744,110.2155638816502,6.888472742603137,97.12599826528144,129.37972408088407,35.0,False,,,,147.86696529171712,24.0,-26.13936965106855,128,5,23.29,-104.71000000000001,bust
,De'Zhaun Stribling,SF,,WR,,,119.47654446669756,,,,,,,True,2.0,33.0,False,145.698974609375,36.0,-26.22243014267744,129,6,90.9,-38.099999999999994,bust
00-0038563,Tre Tucker,LV,2026.0,WR,,7.375116348266602,118.00186157226562,43.270606994628906,96.36655807495117,6.022909879684448,99.6082992553711,147.4954376220703,52.0,False,,,,145.698974609375,36.0,-27.697113037109375,130,6,72.3,-57.7,bust
00-0033906,Alvin Kamara,NO,2026.0,RB,,7.329668276549855,117.27469242479768,29.81019279419927,102.36959602769804,6.398099751731127,87.88378747630658,137.32865085390316,36.0,False,,,,147.86696529171712,24.0,-30.592272866919444,131,5,47.79,-83.21000000000001,bust
00-0038129,Cade Otton,TB,2026.0,TE,,6.860922813415527,109.77476501464844,48.779869079589844,85.38483047485352,5.336551904678345,99.47427368164062,131.91416931152344,22.0,False,,,,140.54624938964844,12.0,-30.771484375,132,3,28.87,-103.13,bust
00-0036158,J.K. Dobbins,DEN,2026.0,RB,,7.24159596134097,115.86553538145552,15.11336769784174,108.30885153253465,6.769303220783415,93.29570086166517,133.54030019907654,37.0,False,,,,147.86696529171712,24.0,-32.001429910261606,133,5,37.18,-95.82,bust
00-0040142,Kaleb Johnson,PIT,2026.0,RB,,7.227573561668396,115.64117698669433,13.489605617523194,108.89637417793274,6.806023386120796,53.62376991271973,142.73157104492188,38.0,False,,,,147.86696529171712,24.0,-32.22578830502279,134,5,70.55,-63.45,bust
00-0036259,Jauan Jennings,MIN,2026.0,WR,,7.087586879730225,113.4013900756836,45.43363952636719,90.6845703125,5.66778564453125,101.80979919433594,149.01060485839844,53.0,False,,,,145.698974609375,36.0,-32.297584533691406,135,6,58.94,-76.06,bust
00-0040162,Dylan Sampson,CLE,2026.0,RB,,7.194894428253174,115.11831085205078,45.25836360931397,92.4891290473938,5.780570565462113,91.0261792755127,143.86702911376955,39.0,False,,,,147.86696529171712,24.0,-32.74865443966634,136,5,47.21,-88.78999999999999,bust
00-0039874,Jaylen Wright,MIA,2026.0,RB,,7.18501166343689,114.96018661499023,17.496976871490478,106.211698179245,6.638231136202813,89.60299041748047,134.25585418701172,40.0,False,,,,147.86696529171712,24.0,-32.90677867672689,137,5,64.06,-72.94,bust
00-0035229,T.J. Hockenson,MIN,2026.0,TE,,6.64923095703125,106.3876953125,36.774288177490234,88.00055122375488,5.50003445148468,69.70482635498047,127.26582336425781,23.0,False,,,,140.54624938964844,12.0,-34.15855407714844,138,4,21.75,-116.25,bust
00-0033293,Aaron Jones,MIN,2026.0,RB,,7.065317850204301,113.04508560326882,25.608377150914837,100.2408970278114,6.2650560642382125,93.05474608069491,119.90683878142079,41.0,False,,,,147.86696529171712,24.0,-34.821879688448306,139,5,,,
00-0037809,Chig Okonkwo,WAS,2026.0,TE,,6.59407901763916,105.50526428222656,48.16379928588867,81.42336463928223,5.088960289955139,89.20277404785156,132.09677124023438,24.0,False,,,,140.54624938964844,12.0,-35.040985107421875,140,4,20.78,-119.22,bust
,KC Concepcion,CLE,,WR,,,109.18096380960716,,,,,,,True,1.0,24.0,False,145.698974609375,36.0,-36.518010799767836,141,6,54.54,-86.46000000000001,bust
00-0033885,David Njoku,LAC,2026.0,TE,,6.483571529388428,103.73714447021484,37.866275787353516,84.80400657653809,5.30025041103363,69.66756439208984,104.0186767578125,25.0,False,,,,140.54624938964844,12.0,-36.809104919433594,142,4,28.19,-113.81,bust
00-0039916,Ricky Pearsall,SF,2026.0,WR,,6.794951438903809,108.71922302246094,28.63307762145996,94.40268421173096,5.900167763233185,70.21647644042969,116.1390380859375,54.0,False,,,,145.698974609375,36.0,-36.97975158691406,143,6,42.53,-100.47,bust
00-0040237,Tez Johnson,TB,2026.0,WR,,6.770681381225586,108.33090209960938,38.38211441040039,89.13984489440918,5.571240305900574,77.73258972167969,111.99718475341797,55.0,False,,,,145.698974609375,36.0,-37.368072509765625,144,6,111.61,-32.39,bust
00-0033881,Evan Engram,DEN,2026.0,TE,,6.403622627258301,102.45796203613281,42.023258209228516,81.44633293151855,5.09039580821991,85.04808807373047,114.94401550292969,26.0,False,,,,140.54624938964844,12.0,-38.088287353515625,145,4,31.58,-113.42,bust
00-0040583,Woody Marks,HOU,2026.0,RB,,6.766147087721854,108.25835340354966,27.24258202394176,94.63706239157878,5.914816399473674,98.84975880381998,132.02998009902984,42.0,False,,,,147.86696529171712,24.0,-39.60861188816746,146,5,43.97,-102.03,bust
00-0040581,Dont'e Thornton Jr.,LV,2026.0,WR,,6.622471809387207,105.95954895019531,34.07365798950195,88.92271995544434,5.557669997215271,47.692928314208984,135.17132568359375,56.0,False,,,,145.698974609375,36.0,-39.73942565917969,147,6,116.0,-31.0,bust
00-0036894,Pat Freiermuth,PIT,2026.0,TE,,6.299429893493652,100.79087829589844,42.88486862182617,79.34844398498535,4.9592777490615845,99.25769805908203,130.00241088867188,27.0,False,,,,140.54624938964844,12.0,-39.75537109375,148,4,31.0,-117.0,bust
,Fernando Mendoza,LV,,QB,,,222.37266540527344,,,,,,,True,1.0,1.0,False,262.61468505859375,12.0,-40.24201965332031,149,2,29.03,-119.97,bust
00-0040584,Gunnar Helm,TEN,2026.0,TE,,6.217685222625732,99.48296356201172,43.47486877441406,77.74552917480469,4.859095573425293,75.96277618408203,110.71807861328125,28.0,False,,,,140.54624938964844,12.0,-41.06328582763672,150,4,26.94,-123.06,bust
00-0037256,Rachaad White,WAS,2026.0,RB,,6.6007522461497565,105.6120359383961,27.780785328671183,91.72164327406051,5.732602704628782,88.27323091557874,121.36367964319625,43.0,False,,,,147.86696529171712,24.0,-42.25492935332102,151,5,39.24,-111.75999999999999,bust
00-0040590,Konata Mumpfield,LA,2026.0,WR,,6.367990016937256,101.8878402709961,32.62352752685547,85.57607650756836,5.3485047817230225,62.651676177978516,110.02734375,57.0,False,,,,145.698974609375,36.0,-43.811134338378906,152,6,104.18,-47.81999999999999,bust
00-0038621,DeMario Douglas,NE,2026.0,WR,,6.320058345794678,101.12093353271484,35.097286224365234,83.57229042053223,5.223268151283264,80.54073333740234,117.87336730957031,58.0,False,,,,145.698974609375,36.0,-44.578041076660156,153,6,120.67,-32.33,bust
00-0039901,Keon Coleman,BUF,2026.0,WR,,6.235385417938232,99.76616668701172,25.36658477783203,87.0828742980957,5.4426796436309814,82.32301330566406,121.39177703857422,59.0,False,,,,145.698974609375,36.0,-45.93280792236328,154,6,91.57,-62.43000000000001,bust
00-0038041,Jake Ferguson,DAL,2026.0,TE,,5.896529674530029,94.34447479248047,39.59061050415039,74.54916954040527,4.65932309627533,84.38969421386719,127.93316650390625,29.0,False,,,,140.54624938964844,12.0,-46.20177459716797,155,4,11.5,-143.5,bust
,Malachi Fields,NYG,,WR,,,99.49142727603552,,,,,,,True,3.0,74.0,True,145.698974609375,36.0,-46.20754733333948,156,6,92.29,-63.709999999999994,bust
00-0038555,Tank Bigsby,PHI,2026.0,RB,,6.249167566299438,99.98668106079101,18.491952533721925,90.74070479393005,5.671294049620628,73.87022605895996,103.6408267211914,44.0,False,,,,147.86696529171712,24.0,-47.88028423092611,157,5,58.06,-98.94,bust
00-0033106,Jared Goff,DET,2026.0,QB,12.179439,17.59942054748535,214.35105895996094,0.32048842310905457,214.1908147484064,13.3869259217754,197.1737518310547,217.9115447998047,15.0,False,,,,262.61468505859375,12.0,-48.26362609863281,158,2,17.14,-140.86,bust
00-0040719,Bhayshul Tuten,JAX,2026.0,RB,,6.150189628601074,98.40303405761719,20.08029878616333,88.36288466453553,5.5226802915334705,77.18348754882813,130.4561496734619,45.0,False,,,,147.86696529171712,24.0,-49.46393123409993,159,5,27.06,-131.94,bust
00-0040705,Chimere Dike,TEN,2026.0,WR,,5.992166996002197,95.87467193603516,44.81278610229492,73.4682788848877,4.591767430305481,79.63004302978516,127.45074462890625,60.0,False,,,,145.698974609375,36.0,-49.824302673339844,160,6,76.38,-83.62,bust
00-0039880,Malik Washington,MIA,2026.0,WR,,5.9904069900512695,95.84651184082031,27.91205406188965,81.89048480987549,5.118155300617218,69.56495666503906,108.11250305175781,61.0,False,,,,145.698974609375,36.0,-49.85246276855469,161,6,90.0,-71.0,bust
00-0040202,Devin Neal,NO,2026.0,RB,,6.070789113044739,97.13262580871583,17.535120944976807,88.36506533622742,5.522816583514214,64.5523691558838,114.12388526916504,46.0,False,,,,147.86696529171712,24.0,-50.73433948300129,162,5,69.72,-92.28,bust
,Makai Lemon,PHI,,WR,,,94.48929281961694,,,,,,,True,1.0,20.0,False,145.698974609375,36.0,-51.209681789758065,163,6,41.53,-121.47,bust
,Caleb Douglas,MIA,,WR,,,94.20080532779333,,,,,,,True,3.0,75.0,True,145.698974609375,36.0,-51.49816928158167,164,6,114.67,-49.33,bust
00-0040138,Jaylin Noel,HOU,2026.0,WR,,5.882390975952148,94.11825561523438,32.15825271606445,78.03912925720215,4.877445578575134,65.28997802734375,99.67721557617188,62.0,False,,,,145.698974609375,36.0,-51.580718994140625,165,6,71.53,-93.47,bust
00-0037228,Jaylen Warren,PIT,2026.0,RB,,5.991972062592635,95.87155300148216,24.899718033283403,83.42169398484045,5.213855874052528,99.36386587483683,134.13480014683532,47.0,False,,,,147.86696529171712,24.0,-51.99541229023497,166,6,26.12,-139.88,bust
00-0039032,Tyjae Spears,TEN,2026.0,RB,,5.98401450331451,95.74423205303216,37.184272429526956,77.15209583826868,4.822005989891792,78.05700788415677,114.49066337491453,48.0,False,,,,147.86696529171712,24.0,-52.12273323868496,167,6,46.0,-121.0,bust
00-0040130,Jayden Higgins,HOU,2026.0,WR,,5.844873905181885,93.51798248291016,30.902172088623047,78.06689643859863,4.8791810274124146,70.67416381835938,107.10806274414062,63.0,False,,,,145.698974609375,36.0,-52.180992126464844,168,6,50.82,-117.18,bust
00-0040736,Mason Taylor,NYJ,2026.0,TE,,5.499511241912842,87.99217987060547,32.04721450805664,71.96857261657715,4.498035788536072,71.94060516357422,101.8328628540039,30.0,False,,,,140.54624938964844,12.0,-52.55406951904297,169,4,29.77,-139.23,bust
00-0039910,Jayden Daniels,WAS,2026.0,QB,11.421724,18.358423233032227,209.68484497070312,0.27161702513694763,209.54903645813465,13.096814778633416,171.24603271484375,215.1143341064453,16.0,False,,,,262.61468505859375,12.0,-52.929840087890625,170,2,4.89,-165.11,bust
00-0038608,Kayshon Boutte,NE,2026.0,WR,,5.7892327308654785,92.62772369384766,31.032808303833008,77.11131954193115,4.819457471370697,79.12519836425781,111.56636810302734,64.0,False,,,,145.698974609375,36.0,-53.071250915527344,171,6,68.32,-102.68,bust
00-0036244,Colby Parkinson,LA,2026.0,TE,,5.466714382171631,87.4674301147461,28.805776596069336,73.06454181671143,4.566533863544464,66.74205017089844,102.766357421875,31.0,False,,,,140.54624938964844,12.0,-53.078819274902344,172,4,32.81,-139.19,bust
00-0034829,Mike Gesicki,CIN,2026.0,TE,,5.4650559425354,87.4408950805664,34.12961196899414,70.37608909606934,4.3985055685043335,63.66463851928711,98.44283294677734,32.0,False,,,,140.54624938964844,12.0,-53.10535430908203,173,4,35.22,-137.78,bust
,Mike Washington Jr.,LV,,RB,,,94.2417504319411,,,,,,,True,4.0,122.0,True,147.86696529171712,24.0,-53.62521485977602,174,6,59.5,-114.5,bust
00-0039894,Xavier Worthy,KC,2026.0,WR,,5.748229026794434,91.97166442871094,37.380889892578125,73.28121948242188,4.580076217651367,82.10407257080078,123.41898345947266,65.0,False,,,,145.698974609375,36.0,-53.72731018066406,175,6,52.47,-122.53,bust
00-0039890,Adonai Mitchell,NYJ,2026.0,WR,,5.738587856292725,91.8174057006836,34.28058624267578,74.6771125793457,4.6673195362091064,64.6137924194336,113.35989379882812,66.0,False,,,,145.698974609375,36.0,-53.881568908691406,176,6,66.44,-109.56,bust
00-0033858,Jonnu Smith,PIT,2026.0,TE,,5.3502278327941895,85.60364532470703,27.930944442749023,71.63817310333252,4.4773858189582825,66.12910461425781,92.08094787597656,33.0,False,,,,140.54624938964844,12.0,-54.942604064941406,177,4,49.33,-127.67,bust
00-0033077,Dak Prescott,DAL,2026.0,QB,12.684166,16.337270736694336,207.2246551513672,0.02164398320019245,207.2138331597671,12.950864572485443,198.48866271972656,240.407958984375,17.0,False,,,,262.61468505859375,12.0,-55.39002990722656,178,2,10.25,-167.75,bust
00-0038705,Emari Demercado,KC,2026.0,RB,,5.731513893769099,91.70422230030559,23.075162662634042,80.16664096898856,5.010415060561785,66.11857808566762,104.94220511309175,49.0,False,,,,147.86696529171712,24.0,-56.162742991411534,179,6,88.21,-90.79,bust
00-0040649,Robbie Ouzts,SEA,2026.0,RB,,5.678928303718567,90.86285285949707,22.290627613067628,79.71753905296326,4.982346190810204,24.36813388824463,128.579774017334,50.0,False,,,,147.86696529171712,24.0,-57.004112432220055,180,6,,,
00-0040743,Tyler Shough,NO,2026.0,QB,15.099095,13.596516609191895,205.29510498046875,0.0440903902053833,205.27305978536606,12.829566236585379,206.48043823242188,247.62380981445312,18.0,False,,,,262.61468505859375,12.0,-57.319580078125,181,2,19.39,-161.61,bust
00-0040170,Elic Ayomanor,TEN,2026.0,WR,,5.488762378692627,87.82019805908203,24.876787185668945,75.38180446624756,4.711362779140472,66.28215026855469,106.1419677734375,67.0,False,,,,145.698974609375,36.0,-57.87877655029297,182,6,83.58,-98.42,bust
,Antonio Williams,WAS,,WR,,,87.7976482843363,,,,,,,True,3.0,71.0,True,145.698974609375,36.0,-57.901326325038696,183,6,74.04,-108.96,bust
00-0040644,Trevor Etienne,CAR,2026.0,RB,,5.609684610366822,89.75495376586915,21.1190470123291,79.1954302597046,4.949714391231537,48.75092346191406,126.12231025695802,51.0,False,,,,147.86696529171712,24.0,-58.112011525847976,184,6,92.3,-91.7,bust
00-0038611,Chris Rodriguez Jr.,JAX,2026.0,RB,,5.552163010844623,88.83460817351397,7.37064303759432,85.14928665471682,5.321830415919801,66.17581011939915,102.37631588621878,52.0,False,,,,147.86696529171712,24.0,-59.03235711820315,185,6,48.97,-136.03,bust
00-0033921,Chris Godwin Jr.,TB,2026.0,WR,,5.41019868850708,86.56317901611328,32.514442443847656,70.30595779418945,4.394122362136841,67.18340301513672,112.74053192138672,68.0,False,,,,145.698974609375,36.0,-59.13579559326172,186,6,34.74,-151.26,bust
00-0037525,Jordan Mason,MIN,2026.0,RB,,5.502055866693814,88.03289386710102,15.614852133639294,80.22546780028138,5.014091737517586,76.5839897315556,105.183428351463,53.0,False,,,,147.86696529171712,24.0,-59.8340714246161,187,6,43.65,-143.35,bust
00-0039342,Xavier Legette,CAR,2026.0,WR,,5.3560471534729,85.6967544555664,30.814279556274414,70.2896146774292,4.393100917339325,65.38518524169922,101.93456268310547,69.0,False,,,,145.698974609375,36.0,-60.002220153808594,188,6,95.54,-92.46,bust
00-0035243,Miles Sanders,DAL,2026.0,RB,,5.480734533676132,87.69175253881811,16.81959155664307,79.28195676049657,4.955122297531036,57.735793928424435,98.16344679517178,54.0,False,,,,147.86696529171712,24.0,-60.175212752899014,189,6,110.2,-78.8,bust
,Denzel Boston,CLE,,WR,,,84.8294604212874,,,,,,,True,2.0,39.0,False,145.698974609375,36.0,-60.86951418808761,190,6,64.09,-125.91,bust
00-0039875,Ray Davis,BUF,2026.0,RB,,5.40699192611099,86.51187081777584,19.25848940631937,76.88262611461616,4.80516413216351,72.26822159064135,99.80913358496444,55.0,False,,,,147.86696529171712,24.0,-61.35509447394128,191,6,62.29,-128.71,bust
00-0040131,Kyle Williams,NE,2026.0,WR,,5.269532203674316,84.31251525878906,30.20054817199707,69.21224117279053,4.325765073299408,65.986328125,104.57402801513672,70.0,False,,,,145.698974609375,36.0,-61.38645935058594,192,6,90.17,-101.83,bust
00-0033526,Samaje Perine,CIN,2026.0,RB,,5.386206059860579,86.17929695776927,27.429474163512346,72.4645598760131,4.529034992250819,75.22675860781607,110.71045487317052,56.0,False,,,,147.86696529171712,24.0,-61.687668333947855,193,6,87.38,-105.62,bust
00-0040676,Cam Ward,TEN,2026.0,QB,12.860291,15.609576225280762,200.74368286132812,0.044819243252277374,200.721273239702,12.545079577481374,182.57960510253906,218.52964782714844,19.0,False,,,,262.61468505859375,12.0,-61.871002197265625,194,2,25.08,-168.92000000000002,bust
,Eli Stowers,PHI,,TE,,,78.62061182436736,,,,,,,True,2.0,54.0,False,140.54624938964844,12.0,-61.92563756528108,195,5,31.84,-163.16,bust
00-0039384,Tyrone Tracy Jr.,NYG,2026.0,RB,,5.348053911853375,85.568862589654,19.579715187848226,75.77900499572989,4.736187812233118,85.77071880646066,114.6317787815854,57.0,False,,,,147.86696529171712,24.0,-62.29810270206312,196,6,43.5,-152.5,bust
00-0033040,Tyreek Hill,MIA,2026.0,WR,,5.21147346496582,83.38357543945312,40.25244903564453,63.25735092163086,3.9535844326019287,95.75666809082031,151.72439575195312,71.0,False,,,,145.698974609375,36.0,-62.315399169921875,197,6,67.9,-129.1,bust
00-0036139,Rico Dowdle,PIT,2026.0,RB,,5.3347865866635615,85.35658538661698,16.277194956140434,77.21798790854676,4.8261242442841725,85.631047033823,115.58206886798041,58.0,False,,,,147.86696529171712,24.0,-62.51037990510014,198,6,30.38,-167.62,bust
00-0040669,Isaac TeSlaa,DET,2026.0,WR,,5.169205665588379,82.70729064941406,24.167890548706055,70.62334537506104,4.413959085941315,56.843116760253906,86.70387268066406,72.0,False,,,,145.698974609375,36.0,-62.99168395996094,199,6,77.97,-121.03,bust
00-0037666,Jalen Tolbert,MIA,2026.0,WR,,5.107937335968018,81.72699737548828,31.211135864257812,66.12142944335938,4.132589340209961,63.62617111206055,92.61579895019531,73.0,False,,,,145.698974609375,36.0,-63.97197723388672,200,6,113.56,-86.44,bust
00-0040739,Elijah Arroyo,SEA,2026.0,TE,,4.7740254402160645,76.38440704345703,27.340679168701172,62.714067459106445,3.919629216194153,58.802921295166016,93.24614715576172,34.0,False,,,,140.54624938964844,12.0,-64.1618423461914,201,5,43.2,-157.8,bust
00-0035406,Lil'Jordan Humphrey,DEN,2026.0,WR,,5.08792781829834,81.40684509277344,23.729604721069336,69.54204273223877,4.346377670764923,53.040103912353516,80.54014587402344,74.0,False,,,,145.698974609375,36.0,-64.29212951660156,202,6,163.5,-38.5,bust
00-0036550,Rashod Bateman,BAL,2026.0,WR,,5.083554267883301,81.33686828613281,24.77805519104004,68.9478406906128,4.3092400431633,53.6932487487793,92.29610443115234,75.0,False,,,,145.698974609375,36.0,-64.36210632324219,203,6,88.26,-114.74,bust
00-0039146,Jayden Reed,GB,2026.0,WR,,5.065644264221191,81.05030822753906,27.348663330078125,67.3759765625,4.21099853515625,66.37604522705078,108.53238677978516,76.0,False,,,,145.698974609375,36.0,-64.64866638183594,204,6,46.76,-157.24,bust
00-0037838,Isaiah Likely,NYG,2026.0,TE,,4.7267961502075195,75.62873840332031,33.91970443725586,58.66888618469238,3.666805386543274,65.22228240966797,86.04933166503906,35.0,False,,,,140.54624938964844,12.0,-64.91751098632812,205,5,12.84,-192.16,bust
00-0036988,Josh Palmer,BUF,2026.0,WR,,5.03019380569458,80.48310089111328,29.767396926879883,65.59940242767334,4.099962651729584,64.94268035888672,100.37944030761719,77.0,False,,,,145.698974609375,36.0,-65.21587371826172,206,6,,,
,Zachariah Branch,ATL,,WR,,,80.38243527164099,,,,,,,True,3.0,79.0,False,145.698974609375,36.0,-65.31653933773401,207,6,90.9,-116.1,bust
00-0040727,Tre Harris,LAC,2026.0,WR,,4.9944047927856445,79.91047668457031,30.11220932006836,64.85437202453613,4.053398251533508,58.57540512084961,87.47256469726562,78.0,False,,,,145.698974609375,36.0,-65.78849792480469,208,6,,,
00-0038619,Andrei Iosivas,CIN,2026.0,WR,,4.977757453918457,79.64411926269531,28.42579460144043,65.4312219619751,4.089451372623444,63.72596740722656,93.65682983398438,79.0,False,,,,145.698974609375,36.0,-66.05485534667969,209,6,102.95,-106.05,bust
00-0040198,Ollie Gordon II,MIA,2026.0,RB,,5.0819925117492675,81.31188018798828,12.631528987884522,74.99611569404603,4.687257230877877,55.56669338226318,103.93521347045899,59.0,False,,,,147.86696529171712,24.0,-66.55508510372884,210,6,71.18,-138.82,bust
00-0039798,Isaiah Davis,NYJ,2026.0,RB,,5.081049518585205,81.29679229736328,26.123173828125,68.23520538330078,4.264700336456299,62.7704146194458,109.69443420410157,60.0,False,,,,147.86696529171712,24.0,-66.57017299435384,211,6,73.27,-137.73000000000002,bust
00-0039491,Jalen Coker,CAR,2026.0,WR,,4.920735836029053,78.73177337646484,26.26729393005371,65.59812641143799,4.099882900714874,59.02133560180664,95.45372009277344,80.0,False,,,,145.698974609375,36.0,-66.96720123291016,212,6,54.26,-157.74,bust
00-0037252,Greg Dulcich,MIA,2026.0,TE,,4.527884006500244,72.4461441040039,33.491878509521484,55.700204849243164,3.4812628030776978,62.67280960083008,100.45510864257812,36.0,False,,,,140.54624938964844,12.0,-68.10010528564453,213,5,28.93,-184.07,bust
,Max Klare,LA,,TE,,,72.27530237612517,,,,,,,True,2.0,61.0,False,140.54624938964844,12.0,-68.27094701352327,214,5,39.9,-174.1,bust
00-0035250,Devin Singletary,NYG,2026.0,RB,,4.949867499793417,79.19787999669467,18.379957906356175,70.00790104351658,4.375493815219786,70.79317824314752,100.89921506099715,61.0,False,,,,147.86696529171712,24.0,-68.66908529502246,215,6,83.69,-131.31,bust
00-0033357,Taysom Hill,NO,2026.0,TE,,4.487569332122803,71.80110931396484,14.333592414855957,64.63431310653687,4.039644569158554,52.89742660522461,86.76800537109375,37.0,False,,,,140.54624938964844,12.0,-68.7451400756836,216,5,72.5,-143.5,bust
