player_id,season,player_display_name,team,games_played,ppr_pg_weighted,ppr_total_weighted,ppr_pg_last,ppr_pg_2yr_ago,ppr_pg_3yr_ago,games_played_last,games_played_2yr_ago,career_seasons,age_at_season_start,team_pass_rate_last,team_pts_per_game_last,team_plays_per_game_last,team_changed_offseason,pass_att_pg_last,pass_tds_pg_last,pass_yds_pg_last,rush_att_pg_last,rush_yds_pg_last,xfp_ppr_last,ppr_minus_xfp_last,pass_tds_regressed_last,yards_per_attempt_last,ppr_pg_slope_last_3,fantasy_points_ppr,fantasy_points_half_ppr,fantasy_points_ppr_per_game,fantasy_points_half_ppr_per_game,receptions,projected_ppr,projected_half_ppr,naive_proj,xfp_proj
00-0034855,2025,Baker Mayfield,TB,17,18.853763157894736,338.422,21.194444444444443,17.08421052631579,10.118333333333334,18.0,19.0,7.0,26.0,0.5374087591240876,23.950980392156865,60.888888888888886,0.0,32.666666666666664,2.388888888888889,260.27777777777777,3.7222222222222223,22.27777777777778,342.21,39.29000000000002,2.1556683587140437,7.967687074829932,5.538055555555554,271.92,271.92,15.99529411764706,15.99529411764706,0.0,289.10977,288.9665742665529,339.1111111111111,342.21
00-0034857,2024,Josh Allen,BUF,19,24.194736842105264,452.45399999999995,24.042105263157897,24.153333333333332,25.234736842105264,19.0,18.0,6.0,26.0,0.525974025974026,22.495356037151705,64.84210526315789,0.0,34.10526315789474,1.736842105263158,247.10526315789474,6.894736842105263,35.26315789473684,424.62,32.18000000000001,1.6891757696127112,7.24537037037037,-0.5963157894736835,444.98,444.98,23.42,23.42,0.0,361.1777,360.9682904481888,384.67368421052635,424.62
00-0034857,2025,Josh Allen,BUF,18,23.679964912280703,447.504,23.42,24.042105263157897,24.153333333333332,19.0,19.0,7.0,26.0,0.5008319467554077,21.47352941176471,60.1,0.0,29.736842105263158,1.6842105263157894,229.8421052631579,6.894736842105263,33.473684210526315,417.1,27.879999999999995,1.5937392500859993,7.729203539823009,-0.36666666666666536,416.76,416.76,23.153333333333332,23.153333333333332,0.0,327.44562,327.3785827085376,374.72,417.1
00-0034869,2024,Sam Darnold,MIN,18,7.029466666666666,55.652,2.338,14.386666666666665,13.106666666666667,10.0,6.0,6.0,26.0,0.5084745762711864,23.9,59.0,1.0,4.6,0.2,29.7,2.1,1.5,31.13,-7.7499999999999964,0.20569105691056913,6.456521739130435,-5.384333333333334,319.66,319.66,17.75888888888889,17.75888888888889,0.0,71.86494,71.86493682861328,37.408,31.13
00-0034869,2025,Sam Darnold,SEA,20,12.795399999999999,207.442,17.75888888888889,2.338,14.386666666666665,18.0,10.0,7.0,26.0,0.5521126760563381,21.486928104575163,59.166666666666664,1.0,32.5,2.0,253.55555555555554,3.9444444444444446,12.833333333333334,346.75,-27.089999999999975,1.8630573248407645,7.8017094017094015,1.6861111111111127,283.7,283.7,14.184999999999999,14.184999999999999,0.0,225.8491,225.84910583496094,284.14222222222224,346.75
00-0035228,2024,Kyler Murray,ARI,17,18.476127272727272,178.428,18.295,18.22909090909091,20.304,8.0,11.0,5.0,26.0,0.5419921875,20.01038062283737,60.23529411764706,0.0,33.5,1.25,224.875,5.5,30.5,155.25,-8.889999999999986,1.360042735042735,6.712686567164179,-1.0044999999999984,297.24,297.24,17.48470588235294,17.48470588235294,0.0,289.66632,289.47328628599644,292.72,155.25
00-0035228,2025,Kyler Murray,ARI,5,17.802232620320858,242.304,17.48470588235294,18.295,18.22909090909091,17.0,8.0,6.0,26.0,0.5397614314115308,21.833910034602077,59.1764705882353,0.0,31.823529411764707,1.2352941176470589,226.52941176470588,4.588235294117647,33.64705882352941,305.55,-8.310000000000002,1.288402000476304,7.118299445471349,-0.37219251336898473,77.78,77.78,15.556000000000001,15.556000000000001,0.0,295.97528,295.85547998547554,279.75529411764705,305.55
00-0035289,2024,Gardner Minshew,LV,10,10.209444444444445,143.00666666666666,12.262500000000001,6.103333333333334,0.0,16.0,6.0,2.0,26.0,0.5451092117758785,20.557093425605537,61.94117647058823,1.0,30.625,0.9375,206.5625,2.125,6.25,221.69,-25.48999999999998,1.065217391304348,6.744897959183674,6.159166666666667,96.32,96.32,9.632,9.632,0.0,114.18469,114.17702957708389,196.20000000000002,221.69
00-0035289,2025,Gardner Minshew,KC,4,10.068283333333333,120.314,9.632,12.262500000000001,6.103333333333334,10.0,16.0,3.0,26.0,0.6252465483234714,18.823529411764707,59.64705882352941,1.0,30.6,0.9,201.3,1.9,5.8,115.34,-19.02000000000001,1.0885375494071146,6.578431372549019,1.7643333333333326,-0.3200000000000003,-0.3200000000000003,-0.08000000000000007,-0.08000000000000007,0.0,69.419815,69.39851092174649,154.112,115.34
00-0035704,2024,Drew Lock,NYG,7,7.475238095238095,32.37142857142857,7.279999999999999,0.0,8.646666666666667,4.0,0.0,1.0,26.0,0.6008359456635318,19.885813148788927,56.294117647058826,1.0,19.0,0.75,135.75,1.25,3.5,28.490000000000002,0.6299999999999955,0.8260869565217391,7.144736842105263,-0.6833333333333336,80.14,80.14,11.448571428571428,11.448571428571428,0.0,53.97476,53.95775813981891,116.47999999999999,28.490000000000002
